task_id,title,description,created_by,assigned_to,category,created_at,due_date,est_duration_minutes,actual_duration_minutes,priority_level,priority_score,completed_on_time,urgency_keywords,creator_role,status
757,Meeting task #757,Urgently work on meeting for project #30.,user_4,user_8,Meeting,2025-09-10,2025-09-11,135,195,High,77.4,True,Yes,Developer,Done
758,Documentation task #758,Kindly work on documentation for project #16.,user_10,user_3,Documentation,2025-09-06,2025-09-09,422,431,Medium,42.77,True,No,Developer,Done
759,Bug Fixing task #759,Kindly work on bug fixing for project #36.,user_1,user_6,Bug Fixing,2025-09-15,2025-09-20,249,266,Low,27.12,True,No,Team Lead,Done
760,Development task #760,Kindly work on development for project #35.,user_1,user_6,Development,2025-09-05,2025-09-11,289,397,Medium,50.5,True,No,Developer,Done
761,Meeting task #761, work on meeting for project #21.,user_2,user_1,Meeting,2025-09-30,2025-10-08,453,460,Low,31.37,True,No,QA Engineer,Done
762,Documentation task #762,Kindly work on documentation for project #37.,user_1,user_9,Documentation,2025-09-21,2025-09-26,302,346,Medium,41.83,True,No,Developer,Done
763,Development task #763,Please work on development for project #20.,user_8,user_6,Development,2025-09-24,2025-10-02,80,85,High,78.4,True,No,Manager,Done
764,Bug Fixing task #764,Please work on bug fixing for project #39.,user_7,user_10,Bug Fixing,2025-09-15,2025-09-21,107,160,Low,38.56,True,No,Team Lead,Done
765,Development task #765,Please work on development for project #35.,user_4,user_10,Development,2025-09-26,2025-10-01,160,135,Medium,57.24,True,No,Team Lead,Done
766,Design task #766,Please work on design for project #43.,user_2,user_9,Design,2025-09-07,2025-09-15,222,322,Low,29.45,True,No,QA Engineer,Done
767,Meeting task #767,Urgently work on meeting for project #23.,user_7,user_3,Meeting,2025-09-12,2025-09-19,250,223,Medium,69.48,True,Yes,QA Engineer,Done
768,Meeting task #768, work on meeting for project #19.,user_5,user_8,Meeting,2025-09-07,2025-09-15,439,515,Medium,66.56,True,No,Manager,Done
769,Documentation task #769,Kindly work on documentation for project #14.,user_7,user_7,Documentation,2025-09-27,2025-10-07,366,358,Low,30.6,True,No,Team Lead,Done
770,Meeting task #770,Please work on meeting for project #1.,user_8,user_9,Meeting,2025-09-03,2025-09-13,447,513,Medium,67.19,True,No,Developer,Done
771,Design task #771,Kindly work on design for project #13.,user_5,user_7,Design,2025-09-18,2025-09-26,423,538,Medium,50.62,True,No,Team Lead,Done
772,Documentation task #772, work on documentation for project #36.,user_7,user_5,Documentation,2025-09-02,2025-09-07,359,406,Low,31.56,True,No,QA Engineer,Done
773,Development task #773,Urgently work on development for project #41.,user_8,user_4,Development,2025-09-26,2025-09-27,138,175,High,79.49,True,Yes,Manager,Done
774,Development task #774,Please work on development for project #8.,user_8,user_2,Development,2025-09-14,2025-09-17,311,343,Medium,54.59,True,No,Developer,Done
775,Meeting task #775,Urgently work on meeting for project #41.,user_8,user_2,Meeting,2025-09-19,2025-09-27,349,430,High,79.33,True,Yes,Developer,Done
776,Development task #776,Kindly work on development for project #38.,user_8,user_2,Development,2025-09-17,2025-09-27,68,104,Low,16.45,True,No,Developer,Done
777,Bug Fixing task #777,Please work on bug fixing for project #18.,user_3,user_6,Bug Fixing,2025-09-29,2025-10-02,242,253,Low,29.09,True,No,QA Engineer,Done
778,Meeting task #778,Kindly work on meeting for project #50.,user_7,user_6,Meeting,2025-09-10,2025-09-15,331,320,Low,36.29,True,No,Manager,Done
779,Development task #779,Urgently work on development for project #44.,user_3,user_2,Development,2025-09-18,2025-09-24,221,268,Medium,68.88,True,Yes,Team Lead,Done
780,Development task #780,Urgently work on development for project #24.,user_6,user_2,Development,2025-09-27,2025-09-30,66,71,High,79.31,True,Yes,Developer,Done
781,Design task #781,Kindly work on design for project #13.,user_7,user_6,Design,2025-09-04,2025-09-08,139,237,Medium,42.67,True,No,Team Lead,Done
782,Testing task #782,Kindly work on testing for project #2.,user_10,user_9,Testing,2025-09-14,2025-09-22,99,98,Low,19.97,True,No,Manager,Done
783,Design task #783,Urgently work on design for project #12.,user_6,user_5,Design,2025-09-05,2025-09-13,365,468,High,75.7,True,Yes,Developer,Done
784,Development task #784,Kindly work on development for project #20.,user_5,user_1,Development,2025-09-08,2025-09-11,415,421,Medium,49.16,True,No,Manager,Done
785,Documentation task #785, work on documentation for project #49.,user_4,user_3,Documentation,2025-09-14,2025-09-16,99,73,Medium,48.4,True,No,Manager,Done
786,Design task #786, work on design for project #8.,user_1,user_4,Design,2025-09-02,2025-09-11,363,348,Medium,56.21,True,No,Manager,Done
787,Meeting task #787,Please work on meeting for project #39.,user_1,user_2,Meeting,2025-09-22,2025-09-23,446,440,Medium,52.51,True,No,Developer,Done
788,Documentation task #788,Kindly work on documentation for project #48.,user_10,user_4,Documentation,2025-09-22,2025-09-28,74,67,Medium,46.89,True,No,Team Lead,Done
789,Meeting task #789,Please work on meeting for project #7.,user_10,user_6,Meeting,2025-09-06,2025-09-15,459,490,Low,38.95,True,No,Developer,Done
790,Testing task #790,Please work on testing for project #47.,user_1,user_9,Testing,2025-09-23,2025-09-27,204,217,Low,15.09,True,No,Team Lead,Done
791,Bug Fixing task #791,Please work on bug fixing for project #12.,user_4,user_9,Bug Fixing,2025-09-12,2025-09-22,154,236,Medium,46.44,True,No,QA Engineer,Done
792,Meeting task #792,Urgently work on meeting for project #8.,user_7,user_7,Meeting,2025-09-17,2025-09-21,268,266,High,73.12,True,Yes,Team Lead,Done
793,Design task #793,Please work on design for project #6.,user_2,user_9,Design,2025-09-16,2025-09-22,420,463,Medium,44.07,True,No,Team Lead,Done
794,Meeting task #794, work on meeting for project #15.,user_8,user_2,Meeting,2025-09-10,2025-09-18,367,416,Low,20.85,True,No,QA Engineer,Done
795,Testing task #795,Urgently work on testing for project #12.,user_7,user_5,Testing,2025-09-07,2025-09-09,470,561,Medium,53.78,True,Yes,QA Engineer,Done
796,Bug Fixing task #796,Please work on bug fixing for project #10.,user_8,user_2,Bug Fixing,2025-09-15,2025-09-24,397,388,Medium,55.8,True,No,QA Engineer,Done
797,Design task #797,Kindly work on design for project #22.,user_7,user_10,Design,2025-09-24,2025-09-27,93,156,Low,39.41,True,No,Manager,Done
798,Documentation task #798,Urgently work on documentation for project #49.,user_10,user_7,Documentation,2025-09-08,2025-09-15,431,528,High,80.22,True,Yes,Manager,Done
799,Development task #799, work on development for project #32.,user_10,user_10,Development,2025-09-25,2025-10-02,242,333,Medium,40.42,True,No,Developer,Done
800,Testing task #800, work on testing for project #15.,user_5,user_3,Testing,2025-09-04,2025-09-06,188,283,Medium,40.45,True,No,QA Engineer,Done
801,Development task #801,Please work on development for project #12.,user_3,user_1,Development,2025-09-24,2025-09-25,94,191,Medium,54.07,True,No,Manager,Done
802,Design task #802,Please work on design for project #43.,user_10,user_6,Design,2025-09-10,2025-09-20,379,373,Low,32.26,True,No,Team Lead,Done
803,Testing task #803,Urgently work on testing for project #35.,user_8,user_8,Testing,2025-09-10,2025-09-18,311,410,High,71.44,True,Yes,Team Lead,Done
804,Meeting task #804, work on meeting for project #29.,user_9,user_9,Meeting,2025-09-25,2025-09-26,280,280,Low,33.07,True,No,Manager,Done
805,Meeting task #805,Urgently work on meeting for project #46.,user_7,user_8,Meeting,2025-09-02,2025-09-03,150,262,Medium,63.48,True,Yes,QA Engineer,Done
806,Documentation task #806, work on documentation for project #43.,user_8,user_7,Documentation,2025-09-10,2025-09-17,309,307,Low,35.36,True,No,Team Lead,Done
807,Testing task #807,Please work on testing for project #26.,user_9,user_10,Testing,2025-09-16,2025-09-25,140,239,Medium,43.33,True,No,QA Engineer,Done
808,Meeting task #808,Urgently work on meeting for project #4.,user_8,user_10,Meeting,2025-09-20,2025-09-26,452,494,Medium,62.82,True,Yes,QA Engineer,Done
809,Bug Fixing task #809,Please work on bug fixing for project #49.,user_10,user_1,Bug Fixing,2025-09-27,2025-10-03,238,357,Medium,58.84,True,No,Team Lead,Done
810,Development task #810,Urgently work on development for project #4.,user_6,user_7,Development,2025-09-14,2025-09-20,242,317,Medium,56.58,True,Yes,Manager,Done
811,Development task #811,Please work on development for project #20.,user_4,user_4,Development,2025-09-21,2025-09-26,363,354,Low,37.2,True,No,Team Lead,Done
812,Bug Fixing task #812, work on bug fixing for project #37.,user_6,user_3,Bug Fixing,2025-09-18,2025-09-24,79,166,Low,33.4,True,No,Manager,Done
813,Testing task #813,Urgently work on testing for project #25.,user_7,user_5,Testing,2025-09-23,2025-10-01,361,336,High,91.7,True,Yes,Manager,Done
814,Testing task #814,Urgently work on testing for project #32.,user_7,user_6,Testing,2025-09-26,2025-10-04,111,133,High,72.95,True,Yes,Manager,Done
815,Testing task #815,Please work on testing for project #35.,user_6,user_3,Testing,2025-09-12,2025-09-19,163,260,Medium,55.48,True,No,Developer,Done
816,Documentation task #816,Please work on documentation for project #46.,user_5,user_5,Documentation,2025-09-10,2025-09-20,265,292,Low,17.72,True,No,Manager,Done
817,Testing task #817, work on testing for project #28.,user_2,user_10,Testing,2025-09-09,2025-09-11,350,455,Medium,44.01,True,No,Developer,Done
818,Documentation task #818,Urgently work on documentation for project #13.,user_6,user_2,Documentation,2025-09-17,2025-09-22,281,389,High,83.34,True,Yes,Developer,Done
819,Design task #819,Kindly work on design for project #37.,user_7,user_5,Design,2025-09-22,2025-10-01,152,126,Medium,41.23,True,No,QA Engineer,Done
820,Design task #820,Please work on design for project #34.,user_4,user_8,Design,2025-09-30,2025-10-09,474,555,Medium,55.98,True,No,Developer,Done
821,Documentation task #821, work on documentation for project #27.,user_6,user_8,Documentation,2025-09-08,2025-09-11,442,488,Low,32.24,True,No,Team Lead,Done
822,Meeting task #822,Urgently work on meeting for project #44.,user_2,user_4,Meeting,2025-09-09,2025-09-14,390,401,High,91.14,True,Yes,QA Engineer,Done
823,Testing task #823,Kindly work on testing for project #20.,user_4,user_7,Testing,2025-09-04,2025-09-07,158,135,High,74.48,True,No,Team Lead,Done
824,Design task #824,Urgently work on design for project #9.,user_8,user_9,Design,2025-09-14,2025-09-15,163,173,Medium,64.56,True,Yes,QA Engineer,Done
825,Bug Fixing task #825,Please work on bug fixing for project #4.,user_5,user_5,Bug Fixing,2025-09-21,2025-09-22,429,523,Low,33.32,False,No,Team Lead,Pending
826,Meeting task #826, work on meeting for project #47.,user_10,user_5,Meeting,2025-09-29,2025-10-06,246,239,Medium,61.8,True,No,Manager,Done
827,Documentation task #827,Urgently work on documentation for project #32.,user_4,user_2,Documentation,2025-09-17,2025-09-27,456,560,High,93.69,True,Yes,Manager,Done
828,Bug Fixing task #828, work on bug fixing for project #48.,user_4,user_10,Bug Fixing,2025-09-25,2025-10-01,228,347,Low,32.16,True,No,Manager,Done
829,Development task #829,Urgently work on development for project #29.,user_4,user_7,Development,2025-09-05,2025-09-07,149,173,Medium,63.7,True,Yes,Team Lead,Done
830,Design task #830,Urgently work on design for project #35.,user_5,user_10,Design,2025-09-16,2025-09-25,251,249,Medium,65.77,True,Yes,Manager,Done
831,Design task #831,Urgently work on design for project #20.,user_8,user_4,Design,2025-09-29,2025-10-02,245,336,Medium,49.83,True,Yes,Developer,Done
832,Bug Fixing task #832, work on bug fixing for project #20.,user_10,user_1,Bug Fixing,2025-09-23,2025-09-27,189,300,Low,26.22,True,No,Manager,Done
833,Development task #833, work on development for project #17.,user_6,user_2,Development,2025-09-28,2025-10-06,258,230,Low,24.94,True,No,Team Lead,Done
834,Meeting task #834, work on meeting for project #3.,user_2,user_4,Meeting,2025-09-07,2025-09-10,284,335,Low,28.48,True,No,Developer,Done
835,Meeting task #835,Please work on meeting for project #11.,user_2,user_8,Meeting,2025-09-24,2025-10-01,230,308,Low,39.48,True,No,QA Engineer,Done
836,Development task #836,Urgently work on development for project #30.,user_5,user_9,Development,2025-09-12,2025-09-19,368,478,High,73.51,True,Yes,Manager,Done
837,Development task #837,Please work on development for project #26.,user_1,user_1,Development,2025-09-21,2025-09-29,465,469,Medium,63.26,True,No,Team Lead,Done
838,Documentation task #838,Kindly work on documentation for project #39.,user_5,user_6,Documentation,2025-09-04,2025-09-07,187,289,Low,25.02,True,No,Manager,Done
839,Development task #839,Urgently work on development for project #19.,user_7,user_6,Development,2025-09-16,2025-09-19,193,207,High,84.76,True,Yes,QA Engineer,Done
840,Documentation task #840,Kindly work on documentation for project #2.,user_2,user_7,Documentation,2025-09-06,2025-09-13,253,369,Low,36.79,True,No,Developer,Done
841,Bug Fixing task #841,Urgently work on bug fixing for project #45.,user_9,user_10,Bug Fixing,2025-09-30,2025-10-02,296,316,Medium,69.26,True,Yes,Team Lead,Done
842,Documentation task #842,Urgently work on documentation for project #11.,user_1,user_7,Documentation,2025-09-20,2025-09-25,136,128,High,80.12,True,Yes,QA Engineer,Done
843,Testing task #843,Please work on testing for project #15.,user_2,user_1,Testing,2025-09-25,2025-10-03,404,500,Low,23.16,True,No,QA Engineer,Done
844,Development task #844, work on development for project #14.,user_4,user_4,Development,2025-09-10,2025-09-18,255,258,Medium,45.74,True,No,Developer,Done
845,Testing task #845,Please work on testing for project #19.,user_4,user_5,Testing,2025-09-14,2025-09-17,269,276,Medium,42.5,True,No,Team Lead,Done
846,Meeting task #846, work on meeting for project #6.,user_4,user_10,Meeting,2025-09-30,2025-10-04,249,368,Medium,47.39,True,No,QA Engineer,Done
847,Bug Fixing task #847, work on bug fixing for project #46.,user_8,user_3,Bug Fixing,2025-09-23,2025-09-30,411,435,Medium,44.34,True,No,Developer,Done
848,Design task #848,Urgently work on design for project #16.,user_10,user_5,Design,2025-09-04,2025-09-13,90,73,High,100.0,True,Yes,Manager,Done
849,Design task #849,Urgently work on design for project #26.,user_6,user_10,Design,2025-09-01,2025-09-06,318,385,Medium,60.43,True,Yes,Manager,Done
850,Development task #850, work on development for project #22.,user_6,user_3,Development,2025-09-19,2025-09-22,193,206,Low,32.04,True,No,Manager,Done
851,Design task #851,Urgently work on design for project #8.,user_3,user_2,Design,2025-09-23,2025-10-02,281,287,Medium,60.65,True,Yes,Developer,Done
852,Meeting task #852, work on meeting for project #19.,user_1,user_3,Meeting,2025-09-28,2025-10-03,442,504,Low,31.67,True,No,QA Engineer,Done
853,Meeting task #853,Kindly work on meeting for project #36.,user_10,user_5,Meeting,2025-09-14,2025-09-17,221,316,Low,30.44,True,No,Developer,Done
854,Development task #854,Please work on development for project #31.,user_8,user_1,Development,2025-09-05,2025-09-06,177,193,Medium,57.84,True,No,Team Lead,Done
855,Meeting task #855,Urgently work on meeting for project #46.,user_3,user_8,Meeting,2025-09-04,2025-09-12,80,163,High,91.31,True,Yes,QA Engineer,Done
856,Testing task #856,Please work on testing for project #14.,user_8,user_8,Testing,2025-09-04,2025-09-07,123,182,Low,31.44,True,No,QA Engineer,Done
857,Meeting task #857,Please work on meeting for project #34.,user_3,user_3,Meeting,2025-09-19,2025-09-29,168,287,Low,27.51,True,No,Developer,Done
858,Testing task #858,Urgently work on testing for project #2.,user_3,user_7,Testing,2025-09-08,2025-09-16,406,400,High,77.07,True,Yes,Manager,Done
859,Meeting task #859,Please work on meeting for project #6.,user_2,user_7,Meeting,2025-09-19,2025-09-21,225,234,Low,31.72,True,No,Developer,Done
860,Design task #860, work on design for project #21.,user_8,user_8,Design,2025-09-20,2025-09-21,228,209,Medium,49.49,True,No,Developer,Done
861,Development task #861,Urgently work on development for project #4.,user_10,user_3,Development,2025-09-28,2025-09-29,470,512,High,73.04,False,Yes,Team Lead,Pending
862,Testing task #862, work on testing for project #6.,user_10,user_7,Testing,2025-09-13,2025-09-18,151,182,Low,17.26,True,No,Manager,Done
863,Bug Fixing task #863,Please work on bug fixing for project #20.,user_4,user_3,Bug Fixing,2025-09-25,2025-10-02,205,214,Medium,63.21,True,No,QA Engineer,Done
864,Design task #864,Kindly work on design for project #32.,user_7,user_5,Design,2025-09-12,2025-09-14,248,349,Medium,66.94,True,No,Team Lead,Done
865,Design task #865, work on design for project #24.,user_7,user_8,Design,2025-09-19,2025-09-29,276,269,Low,30.81,True,No,Developer,Done
866,Testing task #866, work on testing for project #44.,user_3,user_7,Testing,2025-09-03,2025-09-04,322,379,Low,34.18,True,No,QA Engineer,Done
867,Documentation task #867, work on documentation for project #20.,user_3,user_8,Documentation,2025-09-10,2025-09-18,283,273,Medium,44.29,True,No,Manager,Done
868,Documentation task #868,Please work on documentation for project #36.,user_3,user_5,Documentation,2025-09-17,2025-09-24,211,326,Medium,45.02,True,No,Team Lead,Done
869,Bug Fixing task #869, work on bug fixing for project #43.,user_1,user_9,Bug Fixing,2025-09-17,2025-09-24,271,265,Medium,49.88,True,No,Manager,Done
870,Development task #870,Please work on development for project #8.,user_10,user_5,Development,2025-09-09,2025-09-19,101,199,High,70.15,True,No,Developer,Done
871,Development task #871, work on development for project #46.,user_8,user_3,Development,2025-09-27,2025-10-04,83,74,Low,37.35,True,No,Team Lead,Done
872,Meeting task #872,Urgently work on meeting for project #12.,user_6,user_10,Meeting,2025-09-25,2025-10-03,379,416,Medium,58.03,True,Yes,QA Engineer,Done
873,Documentation task #873,Please work on documentation for project #1.,user_3,user_2,Documentation,2025-09-28,2025-09-30,282,388,Low,19.31,True,No,Developer,Done
874,Design task #874, work on design for project #20.,user_2,user_1,Design,2025-09-21,2025-09-29,295,368,Low,29.04,True,No,Team Lead,Done
875,Testing task #875,Kindly work on testing for project #1.,user_10,user_6,Testing,2025-09-26,2025-10-01,104,106,Low,39.5,True,No,QA Engineer,Done
876,Documentation task #876,Kindly work on documentation for project #42.,user_2,user_1,Documentation,2025-09-28,2025-09-29,167,260,Medium,66.92,True,No,Team Lead,Done
877,Documentation task #877,Kindly work on documentation for project #31.,user_7,user_9,Documentation,2025-09-03,2025-09-08,454,542,Low,32.24,True,No,Team Lead,Done
878,Design task #878, work on design for project #31.,user_1,user_2,Design,2025-09-29,2025-10-02,438,521,Medium,43.36,True,No,Team Lead,Done
879,Bug Fixing task #879,Please work on bug fixing for project #22.,user_8,user_10,Bug Fixing,2025-09-07,2025-09-12,351,421,Low,39.75,True,No,Team Lead,Done
880,Bug Fixing task #880,Urgently work on bug fixing for project #3.,user_2,user_7,Bug Fixing,2025-09-28,2025-10-06,437,555,High,87.83,True,Yes,QA Engineer,Done
881,Design task #881, work on design for project #37.,user_7,user_8,Design,2025-09-08,2025-09-09,330,304,High,77.9,True,No,QA Engineer,Done
882,Meeting task #882, work on meeting for project #40.,user_9,user_2,Meeting,2025-09-29,2025-10-06,302,301,Low,32.04,True,No,Developer,Done
883,Development task #883, work on development for project #23.,user_6,user_8,Development,2025-09-01,2025-09-04,207,226,Low,32.66,True,No,QA Engineer,Done
884,Design task #884,Kindly work on design for project #19.,user_4,user_9,Design,2025-09-19,2025-09-25,368,457,Medium,55.66,True,No,Team Lead,Done
885,Development task #885,Kindly work on development for project #19.,user_7,user_7,Development,2025-09-26,2025-10-04,469,480,Medium,50.23,True,No,Developer,Done
886,Development task #886,Please work on development for project #27.,user_2,user_8,Development,2025-09-06,2025-09-10,140,235,Medium,67.7,True,No,Team Lead,Done
887,Design task #887,Urgently work on design for project #23.,user_5,user_4,Design,2025-09-18,2025-09-19,69,130,High,78.76,True,Yes,Team Lead,Done
888,Development task #888,Please work on development for project #40.,user_3,user_3,Development,2025-09-26,2025-09-28,232,312,Low,34.61,True,No,Manager,Done
889,Documentation task #889,Please work on documentation for project #50.,user_2,user_9,Documentation,2025-09-16,2025-09-21,234,294,Medium,48.86,True,No,Team Lead,Done
890,Testing task #890,Please work on testing for project #7.,user_5,user_3,Testing,2025-09-23,2025-09-24,284,371,Medium,56.63,True,No,Manager,Done
891,Testing task #891,Kindly work on testing for project #24.,user_10,user_2,Testing,2025-09-17,2025-09-19,145,145,Medium,52.31,True,No,Manager,Done
892,Documentation task #892,Urgently work on documentation for project #9.,user_5,user_8,Documentation,2025-09-24,2025-09-26,138,201,High,77.61,True,Yes,QA Engineer,Done
893,Bug Fixing task #893,Urgently work on bug fixing for project #19.,user_4,user_8,Bug Fixing,2025-09-25,2025-09-26,185,276,High,86.0,True,Yes,QA Engineer,Done
894,Testing task #894,Kindly work on testing for project #49.,user_3,user_2,Testing,2025-09-12,2025-09-19,244,276,Medium,57.54,True,No,Developer,Done
895,Testing task #895, work on testing for project #34.,user_7,user_4,Testing,2025-09-26,2025-10-03,271,345,Medium,60.73,True,No,Team Lead,Done
896,Development task #896,Please work on development for project #6.,user_6,user_1,Development,2025-09-05,2025-09-06,427,529,Medium,49.73,False,No,QA Engineer,In Progress
897,Meeting task #897,Kindly work on meeting for project #37.,user_7,user_3,Meeting,2025-09-02,2025-09-09,448,427,Low,37.49,True,No,QA Engineer,Done
898,Bug Fixing task #898,Urgently work on bug fixing for project #1.,user_9,user_5,Bug Fixing,2025-09-13,2025-09-22,215,265,High,72.2,True,Yes,QA Engineer,Done
899,Meeting task #899, work on meeting for project #45.,user_9,user_10,Meeting,2025-09-23,2025-09-30,288,310,Medium,58.1,True,No,Team Lead,Done
900,Meeting task #900, work on meeting for project #47.,user_7,user_4,Meeting,2025-09-03,2025-09-04,335,390,Low,27.75,True,No,Developer,Done
901,Development task #901,Urgently work on development for project #34.,user_3,user_9,Development,2025-09-07,2025-09-09,321,432,High,75.53,True,Yes,Developer,Done
902,Meeting task #902,Kindly work on meeting for project #50.,user_3,user_1,Meeting,2025-09-29,2025-10-08,363,399,Low,34.1,True,No,Manager,Done
903,Meeting task #903,Urgently work on meeting for project #8.,user_7,user_9,Meeting,2025-09-24,2025-09-25,250,286,High,70.43,True,Yes,Manager,Done
904,Bug Fixing task #904,Kindly work on bug fixing for project #48.,user_2,user_8,Bug Fixing,2025-09-19,2025-09-20,292,348,Medium,59.18,True,No,Developer,Done
905,Testing task #905,Kindly work on testing for project #46.,user_10,user_9,Testing,2025-09-12,2025-09-17,205,321,Medium,42.87,True,No,Team Lead,Done
906,Design task #906,Urgently work on design for project #30.,user_9,user_4,Design,2025-09-11,2025-09-20,358,377,High,70.7,True,Yes,Manager,Done
907,Bug Fixing task #907,Kindly work on bug fixing for project #31.,user_3,user_7,Bug Fixing,2025-09-03,2025-09-05,91,169,Low,19.6,True,No,QA Engineer,Done
908,Documentation task #908, work on documentation for project #17.,user_8,user_2,Documentation,2025-09-22,2025-10-01,266,386,Medium,51.19,True,No,Developer,Done
909,Testing task #909,Kindly work on testing for project #10.,user_8,user_7,Testing,2025-09-23,2025-10-01,434,510,Medium,49.68,True,No,QA Engineer,Done
910,Testing task #910,Kindly work on testing for project #30.,user_3,user_8,Testing,2025-09-05,2025-09-14,330,330,High,72.45,True,No,QA Engineer,Done
911,Design task #911,Please work on design for project #8.,user_1,user_3,Design,2025-09-30,2025-10-02,368,442,Low,35.38,True,No,Developer,Done
912,Meeting task #912,Urgently work on meeting for project #24.,user_10,user_5,Meeting,2025-09-17,2025-09-20,120,185,High,73.29,True,Yes,Manager,Done
913,Meeting task #913, work on meeting for project #4.,user_5,user_8,Meeting,2025-09-26,2025-09-29,132,252,Medium,43.74,True,No,Manager,Done
914,Meeting task #914,Urgently work on meeting for project #5.,user_5,user_4,Meeting,2025-09-27,2025-10-05,61,62,High,93.66,True,Yes,Team Lead,Done
915,Bug Fixing task #915, work on bug fixing for project #47.,user_7,user_8,Bug Fixing,2025-09-19,2025-09-27,232,298,Low,38.57,True,No,Developer,Done
916,Testing task #916,Kindly work on testing for project #47.,user_3,user_3,Testing,2025-09-25,2025-10-03,401,485,Medium,44.19,True,No,QA Engineer,Done
917,Meeting task #917,Please work on meeting for project #43.,user_2,user_10,Meeting,2025-09-13,2025-09-17,262,318,Medium,49.12,True,No,QA Engineer,Done
918,Design task #918,Please work on design for project #42.,user_5,user_2,Design,2025-09-23,2025-09-24,352,401,Medium,42.8,True,No,Team Lead,Done
919,Testing task #919,Please work on testing for project #8.,user_2,user_4,Testing,2025-09-19,2025-09-28,156,247,Low,33.3,True,No,Manager,Done
920,Development task #920, work on development for project #6.,user_9,user_3,Development,2025-09-09,2025-09-13,185,303,Medium,42.91,True,No,Manager,Done
921,Testing task #921,Urgently work on testing for project #28.,user_10,user_6,Testing,2025-09-19,2025-09-20,311,286,High,86.1,True,Yes,QA Engineer,Done
922,Documentation task #922,Please work on documentation for project #35.,user_7,user_1,Documentation,2025-09-13,2025-09-18,106,105,Low,24.6,True,No,Developer,Done
923,Documentation task #923, work on documentation for project #44.,user_5,user_3,Documentation,2025-09-09,2025-09-11,138,186,Medium,41.99,True,No,Team Lead,Done
924,Documentation task #924,Urgently work on documentation for project #25.,user_1,user_10,Documentation,2025-09-06,2025-09-07,425,409,Medium,59.5,True,Yes,Developer,Done
925,Bug Fixing task #925,Please work on bug fixing for project #4.,user_6,user_3,Bug Fixing,2025-09-29,2025-10-05,192,258,Medium,57.93,True,No,QA Engineer,Done
926,Documentation task #926, work on documentation for project #8.,user_4,user_10,Documentation,2025-09-16,2025-09-25,445,544,Low,17.15,True,No,Team Lead,Done
927,Meeting task #927,Please work on meeting for project #27.,user_1,user_6,Meeting,2025-09-18,2025-09-25,93,186,Low,31.62,True,No,QA Engineer,Done
928,Development task #928,Kindly work on development for project #49.,user_4,user_1,Development,2025-09-18,2025-09-28,405,400,Medium,45.66,True,No,Developer,Done
929,Testing task #929,Kindly work on testing for project #10.,user_3,user_5,Testing,2025-09-15,2025-09-17,385,483,Medium,63.48,True,No,QA Engineer,Done
930,Meeting task #930,Please work on meeting for project #1.,user_9,user_3,Meeting,2025-09-18,2025-09-25,344,429,Low,39.01,True,No,Team Lead,Done
931,Design task #931,Urgently work on design for project #44.,user_10,user_5,Design,2025-09-01,2025-09-02,306,345,Medium,61.67,True,Yes,Team Lead,Done
932,Design task #932,Please work on design for project #20.,user_6,user_4,Design,2025-09-02,2025-09-05,438,544,Medium,68.22,True,No,Developer,Done
933,Bug Fixing task #933,Kindly work on bug fixing for project #40.,user_7,user_2,Bug Fixing,2025-09-24,2025-10-03,203,283,Low,18.28,True,No,Team Lead,Done
934,Testing task #934,Urgently work on testing for project #22.,user_6,user_6,Testing,2025-09-25,2025-10-03,199,231,Low,37.02,True,Yes,Developer,Done
935,Documentation task #935, work on documentation for project #1.,user_8,user_10,Documentation,2025-09-01,2025-09-04,390,360,Medium,46.6,True,No,Developer,Done
936,Bug Fixing task #936,Please work on bug fixing for project #35.,user_3,user_7,Bug Fixing,2025-09-25,2025-10-02,335,325,Low,32.47,True,No,QA Engineer,Done
937,Bug Fixing task #937, work on bug fixing for project #12.,user_8,user_2,Bug Fixing,2025-09-27,2025-10-04,367,428,Low,24.68,True,No,Developer,Done
938,Development task #938,Kindly work on development for project #48.,user_1,user_2,Development,2025-09-12,2025-09-16,287,259,Medium,50.63,True,No,QA Engineer,Done
939,Bug Fixing task #939,Kindly work on bug fixing for project #15.,user_5,user_6,Bug Fixing,2025-09-03,2025-09-13,380,427,Medium,43.66,True,No,Team Lead,Done
940,Design task #940,Kindly work on design for project #41.,user_6,user_1,Design,2025-09-16,2025-09-26,167,138,Low,31.54,True,No,Developer,Done
941,Design task #941,Kindly work on design for project #5.,user_2,user_5,Design,2025-09-06,2025-09-15,159,273,Low,20.8,True,No,QA Engineer,Done
942,Testing task #942,Urgently work on testing for project #13.,user_3,user_2,Testing,2025-09-09,2025-09-19,176,279,High,83.09,True,Yes,Team Lead,Done
943,Development task #943, work on development for project #42.,user_1,user_9,Development,2025-09-22,2025-10-01,292,262,Medium,49.75,True,No,Developer,Done
944,Development task #944, work on development for project #32.,user_1,user_6,Development,2025-09-28,2025-10-05,200,201,Low,38.51,True,No,QA Engineer,Done
945,Meeting task #945, work on meeting for project #21.,user_9,user_1,Meeting,2025-09-02,2025-09-07,275,381,Medium,67.7,True,No,Team Lead,Done
946,Bug Fixing task #946,Kindly work on bug fixing for project #45.,user_7,user_4,Bug Fixing,2025-09-03,2025-09-13,473,449,Low,23.95,True,No,Developer,Done
