task_id,title,description,created_at,due_date,creator,assignee,priority,workload_hours,assignee_completed_tasks,assignee_avg_completion_days,status,days_to_due,is_overdue
648,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-08-31 22:25:59.627850,2025-09-01 22:25:59.627850,charlie,diana,2,8,141,4.29,done,1,0
649,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-08-25 22:25:59.627850,2025-09-14 22:25:59.627850,alice,charlie,0,8,85,3.69,in_progress,20,1
650,Optimize DB queries,Create responsive landing page for product X using Figma mockups.,2025-09-14 22:25:59.627850,2025-09-22 22:25:59.627850,charlie,diana,0,12,82,1.47,in_progress,8,1
651,Prepare monthly report,Create responsive landing page for product X using Figma mockups.,2025-09-06 22:25:59.627850,2025-09-08 22:25:59.627850,bob,alice,2,4,134,0.61,in_progress,2,1
652,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-08-26 22:25:59.627850,2025-09-06 22:25:59.627850,diana,charlie,0,12,88,1.14,open,11,1
653,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-08-27 22:25:59.627850,2025-08-29 22:25:59.627850,diana,diana,2,8,138,1.02,in_progress,2,1
654,Fix login bug,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-08 22:25:59.627850,2025-10-11 22:25:59.627850,charlie,diana,2,1,31,2.84,done,3,0
655,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-19 22:25:59.627850,2025-09-29 22:25:59.627850,bob,charlie,0,2,54,1.79,done,10,0
656,Customer email reply,Write unit tests for payment module to improve coverage.,2025-09-25 22:25:59.627850,2025-09-29 22:25:59.627850,charlie,bob,1,2,75,1.02,done,4,0
657,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-08-20 22:25:59.627850,2025-08-27 22:25:59.627850,charlie,charlie,1,3,41,4.74,in_progress,7,1
658,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-08-24 22:25:59.627850,2025-08-27 22:25:59.627850,charlie,charlie,2,6,118,0.73,open,3,1
659,Write unit tests,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-20 22:25:59.627850,2025-09-02 22:25:59.627850,alice,alice,0,4,105,1.31,done,13,0
660,Plan sprint,Write unit tests for payment module to improve coverage.,2025-09-22 22:25:59.627850,2025-10-04 22:25:59.627850,charlie,charlie,0,12,55,3.71,done,12,0
661,Research new lib,Create responsive landing page for product X using Figma mockups.,2025-10-12 22:25:59.627850,2025-10-27 22:25:59.627850,bob,alice,0,12,183,2.61,in_progress,15,0
662,Update dependencies,Write unit tests for payment module to improve coverage.,2025-09-13 22:25:59.627850,2025-09-21 22:25:59.627850,bob,bob,0,12,162,1.66,in_progress,8,1
663,Optimize DB queries,Gather sales data and prepare report for stakeholders by Friday.,2025-09-27 22:25:59.627850,2025-10-08 22:25:59.627850,charlie,diana,0,4,12,0.79,open,11,1
664,Customer email reply,Write unit tests for payment module to improve coverage.,2025-09-12 22:25:59.627850,2025-09-18 22:25:59.627850,charlie,charlie,1,6,152,1.07,open,6,1
665,Optimize DB queries,Create responsive landing page for product X using Figma mockups.,2025-09-03 22:25:59.627850,2025-09-21 22:25:59.627850,alice,charlie,0,6,123,2.3,in_progress,18,1
666,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-29 22:25:59.627850,2025-09-16 22:25:59.627850,bob,diana,2,4,21,2.03,done,18,0
667,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-10-03 22:25:59.627850,2025-10-17 22:25:59.627850,charlie,bob,0,2,174,3.51,done,14,0
668,Plan sprint,Write unit tests for payment module to improve coverage.,2025-08-21 22:25:59.627850,2025-09-09 22:25:59.627850,diana,charlie,0,6,29,4.2,open,19,1
669,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-08-18 22:25:59.627850,2025-09-07 22:25:59.627850,alice,diana,0,3,131,3.4,open,20,1
670,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-10-05 22:25:59.627850,2025-10-10 22:25:59.627850,alice,bob,1,8,43,2.54,in_progress,5,1
671,Optimize DB queries,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-19 22:25:59.627850,2025-10-04 22:25:59.627850,bob,bob,0,8,86,1.85,done,15,0
672,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-09-28 22:25:59.627850,2025-10-10 22:25:59.627850,alice,alice,0,6,135,2.32,open,12,1
673,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-06 22:25:59.627850,2025-09-24 22:25:59.627850,alice,alice,0,8,148,4.19,in_progress,18,1
674,Design landing page,Update package.json dependencies and run compatibility tests.,2025-10-08 22:25:59.627850,2025-10-09 22:25:59.627850,bob,diana,2,8,156,2.27,in_progress,1,1
675,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-09-07 22:25:59.627850,2025-09-21 22:25:59.627850,bob,bob,0,4,40,1.35,in_progress,14,1
676,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-08-23 22:25:59.627850,2025-09-02 22:25:59.627850,bob,bob,0,1,23,3.42,open,10,1
677,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-08-22 22:25:59.627850,2025-08-25 22:25:59.627850,bob,diana,2,12,121,4.52,done,3,0
678,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-09-22 22:25:59.627850,2025-09-28 22:25:59.627850,diana,diana,1,6,120,2.23,open,6,1
679,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-09-21 22:25:59.627850,2025-09-22 22:25:59.627850,diana,bob,2,8,133,1.71,done,1,0
680,Plan sprint,Respond to important client email about billing dispute.,2025-08-16 22:25:59.627850,2025-08-18 22:25:59.627850,diana,charlie,2,1,153,2.67,done,2,0
681,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-09-29 22:25:59.627850,2025-10-16 22:25:59.627850,charlie,diana,0,6,25,2.86,done,17,0
682,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-09-13 22:25:59.627850,2025-09-16 22:25:59.627850,charlie,alice,2,3,141,4.0,in_progress,3,1
683,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-10-10 22:25:59.627850,2025-10-26 22:25:59.627850,charlie,diana,0,3,80,1.8,open,16,0
684,Plan sprint,Update package.json dependencies and run compatibility tests.,2025-09-29 22:25:59.627850,2025-10-18 22:25:59.627850,charlie,alice,0,8,126,3.1,done,19,0
685,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-10-04 22:25:59.627850,2025-10-24 22:25:59.627850,alice,charlie,2,4,26,1.07,open,20,0
686,Update dependencies,Update package.json dependencies and run compatibility tests.,2025-08-22 22:25:59.627850,2025-09-11 22:25:59.627850,charlie,charlie,0,12,70,0.56,open,20,1
687,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-10-11 22:25:59.627850,2025-10-30 22:25:59.627850,bob,diana,0,3,49,1.68,done,19,0
688,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-08-25 22:25:59.627850,2025-09-11 22:25:59.627850,alice,charlie,2,1,42,3.18,open,17,1
689,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-10-02 22:25:59.627850,2025-10-15 22:25:59.627850,bob,diana,0,8,168,1.25,done,13,0
690,Customer email reply,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-24 22:25:59.627850,2025-10-03 22:25:59.627850,alice,alice,0,2,123,2.29,in_progress,9,1
691,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-08-28 22:25:59.627850,2025-09-10 22:25:59.627850,diana,diana,0,3,42,2.89,in_progress,13,1
692,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-10-12 22:25:59.627850,2025-10-27 22:25:59.627850,diana,charlie,2,6,179,4.8,open,15,0
693,Research new lib,Respond to important client email about billing dispute.,2025-10-07 22:25:59.627850,2025-10-21 22:25:59.627850,charlie,charlie,0,3,73,4.11,in_progress,14,0
694,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-09-12 22:25:59.627850,2025-09-20 22:25:59.627850,bob,charlie,0,8,181,4.97,in_progress,8,1
695,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-26 22:25:59.627850,2025-09-27 22:25:59.627850,alice,alice,2,4,30,2.86,done,1,0
696,Write unit tests,Respond to important client email about billing dispute.,2025-08-28 22:25:59.627850,2025-09-07 22:25:59.627850,charlie,bob,0,1,11,3.29,open,10,1
697,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-10-13 22:25:59.627850,2025-11-02 22:25:59.627850,alice,alice,0,1,159,1.08,done,20,0
698,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-10-10 22:25:59.627850,2025-10-14 22:25:59.627850,bob,charlie,1,3,124,3.47,open,4,0
699,Write unit tests,Update package.json dependencies and run compatibility tests.,2025-10-02 22:25:59.627850,2025-10-16 22:25:59.627850,charlie,charlie,0,2,23,1.75,open,14,0
700,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-09-04 22:25:59.627850,2025-09-06 22:25:59.627850,charlie,charlie,2,2,117,0.81,open,2,1
701,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-08-25 22:25:59.627850,2025-09-10 22:25:59.627850,alice,bob,0,6,115,1.48,done,16,0
702,Design landing page,Write unit tests for payment module to improve coverage.,2025-09-28 22:25:59.627850,2025-10-07 22:25:59.627850,alice,alice,0,1,23,3.07,in_progress,9,1
703,Write unit tests,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-10 22:25:59.627850,2025-10-26 22:25:59.627850,bob,alice,0,1,175,2.26,open,16,0
704,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-19 22:25:59.627850,2025-09-20 22:25:59.627850,diana,diana,2,4,108,4.3,open,1,1
705,Research new lib,Deploy new service to production cluster and monitor for errors.,2025-08-14 22:25:59.627850,2025-08-27 22:25:59.627850,diana,alice,0,6,142,4.71,in_progress,13,1
706,Customer email reply,Update package.json dependencies and run compatibility tests.,2025-09-08 22:25:59.627850,2025-09-10 22:25:59.627850,alice,charlie,2,6,92,0.86,in_progress,2,1
707,Update dependencies,Deploy new service to production cluster and monitor for errors.,2025-08-25 22:25:59.627850,2025-09-12 22:25:59.627850,alice,diana,0,8,53,1.84,in_progress,18,1
708,Design landing page,Respond to important client email about billing dispute.,2025-09-14 22:25:59.627850,2025-09-17 22:25:59.627850,diana,bob,2,2,14,1.37,done,3,0
709,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-14 22:25:59.627850,2025-09-27 22:25:59.627850,alice,charlie,0,4,141,4.84,in_progress,13,1
710,Fix login bug,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-04 22:25:59.627850,2025-09-06 22:25:59.627850,charlie,alice,2,4,35,1.45,done,2,0
711,Research new lib,Write unit tests for payment module to improve coverage.,2025-10-13 22:25:59.627850,2025-10-31 22:25:59.627850,bob,bob,0,1,14,3.81,in_progress,18,0
712,Fix login bug,Write unit tests for payment module to improve coverage.,2025-10-11 22:25:59.627850,2025-10-31 22:25:59.627850,alice,bob,2,8,171,1.09,open,20,0
713,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-10-05 22:25:59.627850,2025-10-09 22:25:59.627850,diana,bob,2,12,156,0.79,open,4,1
714,Design landing page,Write unit tests for payment module to improve coverage.,2025-09-21 22:25:59.627850,2025-10-11 22:25:59.627850,bob,alice,0,12,56,2.42,done,20,0
715,Optimize DB queries,Respond to important client email about billing dispute.,2025-08-21 22:25:59.627850,2025-09-09 22:25:59.627850,bob,charlie,0,12,59,3.94,done,19,0
716,Prepare monthly report,Respond to important client email about billing dispute.,2025-08-18 22:25:59.627850,2025-08-22 22:25:59.627850,charlie,bob,1,12,111,1.26,in_progress,4,1
717,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-09-11 22:25:59.627850,2025-09-19 22:25:59.627850,alice,bob,0,1,166,3.26,open,8,1
718,Fix login bug,Write unit tests for payment module to improve coverage.,2025-08-19 22:25:59.627850,2025-08-20 22:25:59.627850,alice,bob,2,1,185,3.43,in_progress,1,1
719,Optimize DB queries,Write unit tests for payment module to improve coverage.,2025-09-27 22:25:59.627850,2025-10-02 22:25:59.627850,bob,bob,1,8,74,2.85,in_progress,5,1
720,Deploy microservice,Gather sales data and prepare report for stakeholders by Friday.,2025-09-22 22:25:59.627850,2025-09-24 22:25:59.627850,bob,diana,2,6,27,3.32,in_progress,2,1
721,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-08-14 22:25:59.627850,2025-09-01 22:25:59.627850,bob,bob,0,1,140,4.9,done,18,0
722,Customer email reply,Investigate new ML library for text embeddings and feasibility.,2025-09-15 22:25:59.627850,2025-09-23 22:25:59.627850,diana,bob,0,3,18,1.37,open,8,1
723,Write unit tests,Write unit tests for payment module to improve coverage.,2025-08-25 22:25:59.627850,2025-08-31 22:25:59.627850,alice,alice,1,8,98,1.78,in_progress,6,1
724,Update dependencies,Respond to important client email about billing dispute.,2025-09-22 22:25:59.627850,2025-10-07 22:25:59.627850,alice,alice,0,8,18,4.66,open,15,1
725,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-14 22:25:59.627850,2025-10-01 22:25:59.627850,alice,alice,0,2,189,2.5,done,17,0
726,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-08-26 22:25:59.627850,2025-09-06 22:25:59.627850,bob,alice,0,3,63,0.94,done,11,0
727,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-09-07 22:25:59.627850,2025-09-15 22:25:59.627850,alice,diana,0,6,129,0.74,in_progress,8,1
728,Prepare monthly report,Deploy new service to production cluster and monitor for errors.,2025-10-12 22:25:59.627850,2025-11-01 22:25:59.627850,diana,bob,0,4,100,1.11,done,20,0
729,Deploy microservice,Respond to important client email about billing dispute.,2025-08-31 22:25:59.627850,2025-09-07 22:25:59.627850,charlie,bob,2,1,182,3.06,in_progress,7,1
730,Prepare monthly report,Create responsive landing page for product X using Figma mockups.,2025-10-07 22:25:59.627850,2025-10-22 22:25:59.627850,diana,diana,0,2,199,2.05,in_progress,15,0
731,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-10-03 22:25:59.627850,2025-10-23 22:25:59.627850,bob,bob,0,1,110,4.36,in_progress,20,0
732,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-13 22:25:59.627850,2025-09-28 22:25:59.627850,charlie,alice,2,8,114,3.81,open,15,1
733,Deploy microservice,Respond to important client email about billing dispute.,2025-09-10 22:25:59.627850,2025-09-29 22:25:59.627850,bob,bob,2,6,6,2.38,open,19,1
734,Fix login bug,Write unit tests for payment module to improve coverage.,2025-09-29 22:25:59.627850,2025-10-16 22:25:59.627850,alice,diana,2,6,105,2.66,done,17,0
735,Design landing page,Write unit tests for payment module to improve coverage.,2025-09-14 22:25:59.627850,2025-09-22 22:25:59.627850,alice,alice,0,8,192,2.33,open,8,1
736,Prepare monthly report,Respond to important client email about billing dispute.,2025-09-01 22:25:59.627850,2025-09-09 22:25:59.627850,alice,alice,0,4,176,1.87,done,8,0
737,Write unit tests,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-30 22:25:59.627850,2025-10-19 22:25:59.627850,alice,diana,0,4,40,4.43,in_progress,19,0
738,Prepare monthly report,Respond to important client email about billing dispute.,2025-09-23 22:25:59.627850,2025-10-08 22:25:59.627850,alice,alice,0,4,181,2.0,open,15,1
739,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-10-01 22:25:59.627850,2025-10-10 22:25:59.627850,bob,alice,0,6,90,3.81,open,9,1
740,Research new lib,Respond to important client email about billing dispute.,2025-10-09 22:25:59.627850,2025-10-11 22:25:59.627850,alice,diana,2,3,124,3.29,in_progress,2,1
741,Customer email reply,Gather sales data and prepare report for stakeholders by Friday.,2025-09-24 22:25:59.627850,2025-10-12 22:25:59.627850,alice,bob,0,2,90,1.57,open,18,1
742,Write unit tests,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-08 22:25:59.627850,2025-10-15 22:25:59.627850,bob,charlie,1,3,73,2.77,in_progress,7,0
743,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-18 22:25:59.627850,2025-08-30 22:25:59.627850,charlie,diana,0,4,133,2.87,open,12,1
744,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-09-26 22:25:59.627850,2025-10-14 22:25:59.627850,charlie,diana,0,6,99,4.1,done,18,0
745,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-10-10 22:25:59.627850,2025-10-25 22:25:59.627850,alice,alice,0,4,50,1.8,open,15,0
746,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-08-31 22:25:59.627850,2025-09-04 22:25:59.627850,bob,diana,1,2,57,2.84,done,4,0
747,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-09-09 22:25:59.627850,2025-09-27 22:25:59.627850,bob,diana,2,3,112,2.5,done,18,0
748,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-08-26 22:25:59.627850,2025-08-29 22:25:59.627850,alice,bob,2,12,138,3.4,in_progress,3,1
749,Plan sprint,Respond to important client email about billing dispute.,2025-09-24 22:25:59.627850,2025-10-05 22:25:59.627850,diana,diana,0,4,82,3.05,in_progress,11,1
750,Prepare monthly report,Update package.json dependencies and run compatibility tests.,2025-08-28 22:25:59.627850,2025-09-13 22:25:59.627850,charlie,charlie,0,12,17,1.17,in_progress,16,1
751,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-09-22 22:25:59.627850,2025-09-28 22:25:59.627850,charlie,bob,1,2,186,3.62,done,6,0
752,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-08-29 22:25:59.627850,2025-09-02 22:25:59.627850,alice,charlie,1,6,37,2.48,in_progress,4,1
753,Prepare monthly report,Deploy new service to production cluster and monitor for errors.,2025-09-18 22:25:59.627850,2025-09-20 22:25:59.627850,charlie,charlie,2,2,100,2.52,open,2,1
754,Research new lib,Update package.json dependencies and run compatibility tests.,2025-08-21 22:25:59.627850,2025-08-22 22:25:59.627850,diana,diana,2,12,42,4.77,in_progress,1,1
755,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-30 22:25:59.627850,2025-10-18 22:25:59.627850,charlie,charlie,0,4,79,4.86,done,18,0
756,Prepare monthly report,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-29 22:25:59.627850,2025-10-14 22:25:59.627850,charlie,alice,0,8,127,4.55,open,15,0
757,Research new lib,Create responsive landing page for product X using Figma mockups.,2025-09-02 22:25:59.627850,2025-09-03 22:25:59.627850,diana,bob,2,4,96,0.92,open,1,1
758,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-20 22:25:59.627850,2025-10-07 22:25:59.627850,bob,charlie,0,2,10,0.88,in_progress,17,1
759,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-09-08 22:25:59.627850,2025-09-15 22:25:59.627850,diana,charlie,1,6,159,2.8,open,7,1
760,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-08-23 22:25:59.627850,2025-09-06 22:25:59.627850,charlie,diana,0,3,8,1.78,in_progress,14,1
761,Update dependencies,Write unit tests for payment module to improve coverage.,2025-10-08 22:25:59.627850,2025-10-26 22:25:59.627850,alice,bob,0,8,118,3.84,in_progress,18,0
762,Write unit tests,Update package.json dependencies and run compatibility tests.,2025-08-24 22:25:59.627850,2025-09-07 22:25:59.627850,diana,bob,0,12,155,3.19,open,14,1
763,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-09-13 22:25:59.627850,2025-09-30 22:25:59.627850,charlie,alice,2,6,198,2.19,open,17,1
764,Optimize DB queries,Update package.json dependencies and run compatibility tests.,2025-09-09 22:25:59.627850,2025-09-15 22:25:59.627850,diana,bob,1,2,52,4.25,in_progress,6,1
765,Research new lib,Write unit tests for payment module to improve coverage.,2025-08-16 22:25:59.627850,2025-08-26 22:25:59.627850,charlie,diana,0,6,194,2.59,open,10,1
766,Fix login bug,Gather sales data and prepare report for stakeholders by Friday.,2025-08-30 22:25:59.627850,2025-09-09 22:25:59.627850,diana,alice,2,8,175,4.52,in_progress,10,1
767,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-10-11 22:25:59.627850,2025-10-19 22:25:59.627850,alice,alice,0,12,75,2.72,open,8,0
768,Plan sprint,Respond to important client email about billing dispute.,2025-09-20 22:25:59.627850,2025-10-06 22:25:59.627850,diana,charlie,0,8,180,2.64,done,16,0
769,Design landing page,Respond to important client email about billing dispute.,2025-09-15 22:25:59.627850,2025-10-04 22:25:59.627850,alice,charlie,0,2,153,0.76,in_progress,19,1
770,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-09-05 22:25:59.627850,2025-09-11 22:25:59.627850,alice,charlie,1,3,112,3.36,in_progress,6,1
771,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-09-01 22:25:59.627850,2025-09-18 22:25:59.627850,alice,bob,2,12,165,1.32,open,17,1
772,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-09-17 22:25:59.627850,2025-09-28 22:25:59.627850,charlie,charlie,0,3,180,3.64,in_progress,11,1
773,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-09-20 22:25:59.627850,2025-10-02 22:25:59.627850,bob,alice,0,2,137,1.77,in_progress,12,1
774,Optimize DB queries,Respond to important client email about billing dispute.,2025-10-11 22:25:59.627850,2025-10-17 22:25:59.627850,alice,bob,1,2,133,1.5,open,6,0
775,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-27 22:25:59.627850,2025-10-14 22:25:59.627850,alice,diana,0,4,24,1.02,open,17,0
776,Fix login bug,Write unit tests for payment module to improve coverage.,2025-09-05 22:25:59.627850,2025-09-15 22:25:59.627850,charlie,bob,2,12,118,4.5,done,10,0
777,Research new lib,Respond to important client email about billing dispute.,2025-08-25 22:25:59.627850,2025-09-04 22:25:59.627850,alice,alice,0,2,37,4.36,open,10,1
778,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-08-22 22:25:59.627850,2025-08-29 22:25:59.627850,bob,alice,2,4,181,3.93,open,7,1
779,Design landing page,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-02 22:25:59.627850,2025-10-18 22:25:59.627850,diana,alice,0,2,32,0.65,done,16,0
780,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-17 22:25:59.627850,2025-09-02 22:25:59.627850,alice,charlie,0,1,21,1.86,open,16,1
781,Design landing page,Create responsive landing page for product X using Figma mockups.,2025-10-11 22:25:59.627850,2025-10-31 22:25:59.627850,bob,bob,0,2,176,2.08,open,20,0
782,Prepare monthly report,Update package.json dependencies and run compatibility tests.,2025-10-13 22:25:59.627850,2025-11-01 22:25:59.627850,charlie,charlie,0,2,133,4.01,done,19,0
783,Deploy microservice,Investigate new ML library for text embeddings and feasibility.,2025-09-19 22:25:59.627850,2025-09-22 22:25:59.627850,alice,alice,2,6,60,3.72,in_progress,3,1
784,Prepare monthly report,Investigate new ML library for text embeddings and feasibility.,2025-08-14 22:25:59.627850,2025-08-18 22:25:59.627850,bob,diana,1,3,183,3.15,in_progress,4,1
785,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-10-06 22:25:59.627850,2025-10-18 22:25:59.627850,diana,diana,0,2,136,1.52,open,12,0
786,Customer email reply,Create responsive landing page for product X using Figma mockups.,2025-09-12 22:25:59.627850,2025-09-16 22:25:59.627850,bob,diana,1,12,97,3.67,done,4,0
787,Fix login bug,Create responsive landing page for product X using Figma mockups.,2025-09-03 22:25:59.627850,2025-09-19 22:25:59.627850,alice,diana,2,3,121,3.2,in_progress,16,1
788,Write unit tests,Deploy new service to production cluster and monitor for errors.,2025-09-18 22:25:59.627850,2025-10-02 22:25:59.627850,charlie,diana,0,2,22,4.53,in_progress,14,1
789,Customer email reply,Gather sales data and prepare report for stakeholders by Friday.,2025-08-14 22:25:59.627850,2025-08-30 22:25:59.627850,alice,diana,0,4,138,3.46,open,16,1
790,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-09-08 22:25:59.627850,2025-09-21 22:25:59.627850,alice,bob,0,1,98,4.89,in_progress,13,1
791,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-07 22:25:59.627850,2025-10-20 22:25:59.627850,alice,bob,2,12,113,3.76,in_progress,13,0
792,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-31 22:25:59.627850,2025-09-13 22:25:59.627850,charlie,diana,0,8,159,4.78,in_progress,13,1
793,Research new lib,Update package.json dependencies and run compatibility tests.,2025-08-23 22:25:59.627850,2025-09-07 22:25:59.627850,alice,alice,0,3,130,2.74,done,15,0
794,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-20 22:25:59.627850,2025-08-22 22:25:59.627850,alice,diana,2,8,11,4.87,in_progress,2,1
795,Plan sprint,Respond to important client email about billing dispute.,2025-08-23 22:25:59.627850,2025-09-02 22:25:59.627850,alice,alice,0,8,197,2.84,in_progress,10,1
796,Write unit tests,Deploy new service to production cluster and monitor for errors.,2025-09-01 22:25:59.627850,2025-09-17 22:25:59.627850,diana,charlie,0,6,92,4.14,done,16,0
797,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-13 22:25:59.627850,2025-10-15 22:25:59.627850,diana,alice,2,4,120,1.92,in_progress,2,0
798,Write unit tests,Write unit tests for payment module to improve coverage.,2025-08-16 22:25:59.627850,2025-08-18 22:25:59.627850,bob,charlie,2,8,47,2.71,open,2,1
799,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-09-14 22:25:59.627850,2025-09-18 22:25:59.627850,diana,diana,1,4,148,4.34,done,4,0
800,Fix login bug,Optimize slow queries causing high CPU usage on replica DB.,2025-08-30 22:25:59.627850,2025-09-15 22:25:59.627850,diana,charlie,2,12,77,1.94,open,16,1
801,Plan sprint,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-22 22:25:59.627850,2025-09-03 22:25:59.627850,charlie,alice,0,12,165,2.04,open,12,1
802,Optimize DB queries,Respond to important client email about billing dispute.,2025-09-05 22:25:59.627850,2025-09-19 22:25:59.627850,charlie,alice,0,8,67,1.61,done,14,0
803,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-19 22:25:59.627850,2025-08-22 22:25:59.627850,charlie,alice,2,3,48,0.59,in_progress,3,1
804,Fix login bug,Write unit tests for payment module to improve coverage.,2025-09-25 22:25:59.627850,2025-10-09 22:25:59.627850,diana,charlie,2,1,183,2.61,open,14,1
805,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-19 22:25:59.627850,2025-10-02 22:25:59.627850,charlie,alice,0,12,130,0.95,done,13,0
806,Deploy microservice,Respond to important client email about billing dispute.,2025-09-14 22:25:59.627850,2025-10-01 22:25:59.627850,charlie,bob,2,6,81,2.14,in_progress,17,1
807,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-09-23 22:25:59.627850,2025-09-26 22:25:59.627850,bob,charlie,2,3,17,1.84,done,3,0
808,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-09-22 22:25:59.627850,2025-09-25 22:25:59.627850,alice,charlie,2,3,22,3.05,done,3,0
809,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-08-27 22:25:59.627850,2025-09-08 22:25:59.627850,alice,charlie,0,6,81,2.45,done,12,0
810,Customer email reply,Deploy new service to production cluster and monitor for errors.,2025-09-09 22:25:59.627850,2025-09-22 22:25:59.627850,charlie,diana,0,8,200,2.96,open,13,1
