task_id,title,description,created_at,due_date,creator,assignee,priority,workload_hours,assignee_completed_tasks,assignee_avg_completion_days,status
680,Plan sprint,Respond to important client email about billing dispute.,2025-08-16 22:41:20.272791,2025-08-18 22:41:20.272791,diana,charlie,2,1,153,2.67,done
681,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-09-29 22:41:20.272791,2025-10-16 22:41:20.272791,charlie,diana,0,6,25,2.86,done
682,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-09-13 22:41:20.272791,2025-09-16 22:41:20.272791,charlie,alice,2,3,141,4.0,in_progress
683,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-10-10 22:41:20.272791,2025-10-26 22:41:20.272791,charlie,diana,0,3,80,1.8,open
684,Plan sprint,Update package.json dependencies and run compatibility tests.,2025-09-29 22:41:20.272791,2025-10-18 22:41:20.272791,charlie,alice,0,8,126,3.1,done
685,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-10-04 22:41:20.272791,2025-10-24 22:41:20.272791,alice,charlie,2,4,26,1.07,open
686,Update dependencies,Update package.json dependencies and run compatibility tests.,2025-08-22 22:41:20.272791,2025-09-11 22:41:20.272791,charlie,charlie,0,12,70,0.56,open
687,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-10-11 22:41:20.272791,2025-10-30 22:41:20.272791,bob,diana,0,3,49,1.68,done
688,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-08-25 22:41:20.272791,2025-09-11 22:41:20.272791,alice,charlie,2,1,42,3.18,open
689,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-10-02 22:41:20.272791,2025-10-15 22:41:20.272791,bob,diana,0,8,168,1.25,done
690,Customer email reply,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-24 22:41:20.272791,2025-10-03 22:41:20.272791,alice,alice,0,2,123,2.29,in_progress
691,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-08-28 22:41:20.272791,2025-09-10 22:41:20.272791,diana,diana,0,3,42,2.89,in_progress
692,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-10-12 22:41:20.272791,2025-10-27 22:41:20.272791,diana,charlie,2,6,179,4.8,open
693,Research new lib,Respond to important client email about billing dispute.,2025-10-07 22:41:20.272791,2025-10-21 22:41:20.272791,charlie,charlie,0,3,73,4.11,in_progress
694,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-09-12 22:41:20.272791,2025-09-20 22:41:20.272791,bob,charlie,0,8,181,4.97,in_progress
695,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-26 22:41:20.272791,2025-09-27 22:41:20.272791,alice,alice,2,4,30,2.86,done
696,Write unit tests,Respond to important client email about billing dispute.,2025-08-28 22:41:20.272791,2025-09-07 22:41:20.272791,charlie,bob,0,1,11,3.29,open
697,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-10-13 22:41:20.272791,2025-11-02 22:41:20.272791,alice,alice,0,1,159,1.08,done
698,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-10-10 22:41:20.272791,2025-10-14 22:41:20.272791,bob,charlie,1,3,124,3.47,open
699,Write unit tests,Update package.json dependencies and run compatibility tests.,2025-10-02 22:41:20.272791,2025-10-16 22:41:20.272791,charlie,charlie,0,2,23,1.75,open
700,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-09-04 22:41:20.272791,2025-09-06 22:41:20.272791,charlie,charlie,2,2,117,0.81,open
701,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-08-25 22:41:20.272791,2025-09-10 22:41:20.272791,alice,bob,0,6,115,1.48,done
702,Design landing page,Write unit tests for payment module to improve coverage.,2025-09-28 22:41:20.272791,2025-10-07 22:41:20.272791,alice,alice,0,1,23,3.07,in_progress
703,Write unit tests,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-10 22:41:20.272791,2025-10-26 22:41:20.272791,bob,alice,0,1,175,2.26,open
704,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-19 22:41:20.272791,2025-09-20 22:41:20.272791,diana,diana,2,4,108,4.3,open
705,Research new lib,Deploy new service to production cluster and monitor for errors.,2025-08-14 22:41:20.272791,2025-08-27 22:41:20.272791,diana,alice,0,6,142,4.71,in_progress
706,Customer email reply,Update package.json dependencies and run compatibility tests.,2025-09-08 22:41:20.272791,2025-09-10 22:41:20.272791,alice,charlie,2,6,92,0.86,in_progress
707,Update dependencies,Deploy new service to production cluster and monitor for errors.,2025-08-25 22:41:20.272791,2025-09-12 22:41:20.272791,alice,diana,0,8,53,1.84,in_progress
708,Design landing page,Respond to important client email about billing dispute.,2025-09-14 22:41:20.272791,2025-09-17 22:41:20.272791,diana,bob,2,2,14,1.37,done
709,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-14 22:41:20.272791,2025-09-27 22:41:20.272791,alice,charlie,0,4,141,4.84,in_progress
710,Fix login bug,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-04 22:41:20.272791,2025-09-06 22:41:20.272791,charlie,alice,2,4,35,1.45,done
711,Research new lib,Write unit tests for payment module to improve coverage.,2025-10-13 22:41:20.272791,2025-10-31 22:41:20.272791,bob,bob,0,1,14,3.81,in_progress
712,Fix login bug,Write unit tests for payment module to improve coverage.,2025-10-11 22:41:20.272791,2025-10-31 22:41:20.272791,alice,bob,2,8,171,1.09,open
713,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-10-05 22:41:20.272791,2025-10-09 22:41:20.272791,diana,bob,2,12,156,0.79,open
714,Design landing page,Write unit tests for payment module to improve coverage.,2025-09-21 22:41:20.272791,2025-10-11 22:41:20.272791,bob,alice,0,12,56,2.42,done
715,Optimize DB queries,Respond to important client email about billing dispute.,2025-08-21 22:41:20.272791,2025-09-09 22:41:20.272791,bob,charlie,0,12,59,3.94,done
716,Prepare monthly report,Respond to important client email about billing dispute.,2025-08-18 22:41:20.272791,2025-08-22 22:41:20.272791,charlie,bob,1,12,111,1.26,in_progress
717,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-09-11 22:41:20.272791,2025-09-19 22:41:20.272791,alice,bob,0,1,166,3.26,open
718,Fix login bug,Write unit tests for payment module to improve coverage.,2025-08-19 22:41:20.272791,2025-08-20 22:41:20.272791,alice,bob,2,1,185,3.43,in_progress
719,Optimize DB queries,Write unit tests for payment module to improve coverage.,2025-09-27 22:41:20.272791,2025-10-02 22:41:20.272791,bob,bob,1,8,74,2.85,in_progress
720,Deploy microservice,Gather sales data and prepare report for stakeholders by Friday.,2025-09-22 22:41:20.272791,2025-09-24 22:41:20.272791,bob,diana,2,6,27,3.32,in_progress
721,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-08-14 22:41:20.272791,2025-09-01 22:41:20.272791,bob,bob,0,1,140,4.9,done
722,Customer email reply,Investigate new ML library for text embeddings and feasibility.,2025-09-15 22:41:20.272791,2025-09-23 22:41:20.272791,diana,bob,0,3,18,1.37,open
723,Write unit tests,Write unit tests for payment module to improve coverage.,2025-08-25 22:41:20.272791,2025-08-31 22:41:20.272791,alice,alice,1,8,98,1.78,in_progress
724,Update dependencies,Respond to important client email about billing dispute.,2025-09-22 22:41:20.272791,2025-10-07 22:41:20.272791,alice,alice,0,8,18,4.66,open
725,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-14 22:41:20.272791,2025-10-01 22:41:20.272791,alice,alice,0,2,189,2.5,done
726,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-08-26 22:41:20.272791,2025-09-06 22:41:20.272791,bob,alice,0,3,63,0.94,done
727,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-09-07 22:41:20.272791,2025-09-15 22:41:20.272791,alice,diana,0,6,129,0.74,in_progress
728,Prepare monthly report,Deploy new service to production cluster and monitor for errors.,2025-10-12 22:41:20.272791,2025-11-01 22:41:20.272791,diana,bob,0,4,100,1.11,done
729,Deploy microservice,Respond to important client email about billing dispute.,2025-08-31 22:41:20.272791,2025-09-07 22:41:20.272791,charlie,bob,2,1,182,3.06,in_progress
730,Prepare monthly report,Create responsive landing page for product X using Figma mockups.,2025-10-07 22:41:20.272791,2025-10-22 22:41:20.272791,diana,diana,0,2,199,2.05,in_progress
731,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-10-03 22:41:20.272791,2025-10-23 22:41:20.272791,bob,bob,0,1,110,4.36,in_progress
732,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-13 22:41:20.272791,2025-09-28 22:41:20.272791,charlie,alice,2,8,114,3.81,open
733,Deploy microservice,Respond to important client email about billing dispute.,2025-09-10 22:41:20.272791,2025-09-29 22:41:20.272791,bob,bob,2,6,6,2.38,open
734,Fix login bug,Write unit tests for payment module to improve coverage.,2025-09-29 22:41:20.272791,2025-10-16 22:41:20.272791,alice,diana,2,6,105,2.66,done
735,Design landing page,Write unit tests for payment module to improve coverage.,2025-09-14 22:41:20.272791,2025-09-22 22:41:20.272791,alice,alice,0,8,192,2.33,open
736,Prepare monthly report,Respond to important client email about billing dispute.,2025-09-01 22:41:20.272791,2025-09-09 22:41:20.272791,alice,alice,0,4,176,1.87,done
737,Write unit tests,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-30 22:41:20.272791,2025-10-19 22:41:20.272791,alice,diana,0,4,40,4.43,in_progress
738,Prepare monthly report,Respond to important client email about billing dispute.,2025-09-23 22:41:20.272791,2025-10-08 22:41:20.272791,alice,alice,0,4,181,2.0,open
739,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-10-01 22:41:20.272791,2025-10-10 22:41:20.272791,bob,alice,0,6,90,3.81,open
740,Research new lib,Respond to important client email about billing dispute.,2025-10-09 22:41:20.272791,2025-10-11 22:41:20.272791,alice,diana,2,3,124,3.29,in_progress
741,Customer email reply,Gather sales data and prepare report for stakeholders by Friday.,2025-09-24 22:41:20.272791,2025-10-12 22:41:20.272791,alice,bob,0,2,90,1.57,open
742,Write unit tests,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-08 22:41:20.272791,2025-10-15 22:41:20.272791,bob,charlie,1,3,73,2.77,in_progress
743,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-18 22:41:20.272791,2025-08-30 22:41:20.272791,charlie,diana,0,4,133,2.87,open
744,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-09-26 22:41:20.272791,2025-10-14 22:41:20.272791,charlie,diana,0,6,99,4.1,done
745,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-10-10 22:41:20.272791,2025-10-25 22:41:20.272791,alice,alice,0,4,50,1.8,open
746,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-08-31 22:41:20.272791,2025-09-04 22:41:20.272791,bob,diana,1,2,57,2.84,done
747,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-09-09 22:41:20.272791,2025-09-27 22:41:20.272791,bob,diana,2,3,112,2.5,done
748,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-08-26 22:41:20.272791,2025-08-29 22:41:20.272791,alice,bob,2,12,138,3.4,in_progress
749,Plan sprint,Respond to important client email about billing dispute.,2025-09-24 22:41:20.272791,2025-10-05 22:41:20.272791,diana,diana,0,4,82,3.05,in_progress
750,Prepare monthly report,Update package.json dependencies and run compatibility tests.,2025-08-28 22:41:20.272791,2025-09-13 22:41:20.272791,charlie,charlie,0,12,17,1.17,in_progress
751,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-09-22 22:41:20.272791,2025-09-28 22:41:20.272791,charlie,bob,1,2,186,3.62,done
752,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-08-29 22:41:20.272791,2025-09-02 22:41:20.272791,alice,charlie,1,6,37,2.48,in_progress
753,Prepare monthly report,Deploy new service to production cluster and monitor for errors.,2025-09-18 22:41:20.272791,2025-09-20 22:41:20.272791,charlie,charlie,2,2,100,2.52,open
754,Research new lib,Update package.json dependencies and run compatibility tests.,2025-08-21 22:41:20.272791,2025-08-22 22:41:20.272791,diana,diana,2,12,42,4.77,in_progress
755,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-30 22:41:20.272791,2025-10-18 22:41:20.272791,charlie,charlie,0,4,79,4.86,done
756,Prepare monthly report,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-29 22:41:20.272791,2025-10-14 22:41:20.272791,charlie,alice,0,8,127,4.55,open
757,Research new lib,Create responsive landing page for product X using Figma mockups.,2025-09-02 22:41:20.272791,2025-09-03 22:41:20.272791,diana,bob,2,4,96,0.92,open
758,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-20 22:41:20.272791,2025-10-07 22:41:20.272791,bob,charlie,0,2,10,0.88,in_progress
759,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-09-08 22:41:20.272791,2025-09-15 22:41:20.272791,diana,charlie,1,6,159,2.8,open
760,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-08-23 22:41:20.272791,2025-09-06 22:41:20.272791,charlie,diana,0,3,8,1.78,in_progress
761,Update dependencies,Write unit tests for payment module to improve coverage.,2025-10-08 22:41:20.272791,2025-10-26 22:41:20.272791,alice,bob,0,8,118,3.84,in_progress
762,Write unit tests,Update package.json dependencies and run compatibility tests.,2025-08-24 22:41:20.272791,2025-09-07 22:41:20.272791,diana,bob,0,12,155,3.19,open
763,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-09-13 22:41:20.272791,2025-09-30 22:41:20.272791,charlie,alice,2,6,198,2.19,open
764,Optimize DB queries,Update package.json dependencies and run compatibility tests.,2025-09-09 22:41:20.272791,2025-09-15 22:41:20.272791,diana,bob,1,2,52,4.25,in_progress
765,Research new lib,Write unit tests for payment module to improve coverage.,2025-08-16 22:41:20.272791,2025-08-26 22:41:20.272791,charlie,diana,0,6,194,2.59,open
766,Fix login bug,Gather sales data and prepare report for stakeholders by Friday.,2025-08-30 22:41:20.272791,2025-09-09 22:41:20.272791,diana,alice,2,8,175,4.52,in_progress
767,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-10-11 22:41:20.272791,2025-10-19 22:41:20.272791,alice,alice,0,12,75,2.72,open
768,Plan sprint,Respond to important client email about billing dispute.,2025-09-20 22:41:20.272791,2025-10-06 22:41:20.272791,diana,charlie,0,8,180,2.64,done
769,Design landing page,Respond to important client email about billing dispute.,2025-09-15 22:41:20.272791,2025-10-04 22:41:20.272791,alice,charlie,0,2,153,0.76,in_progress
770,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-09-05 22:41:20.272791,2025-09-11 22:41:20.272791,alice,charlie,1,3,112,3.36,in_progress
771,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-09-01 22:41:20.272791,2025-09-18 22:41:20.272791,alice,bob,2,12,165,1.32,open
772,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-09-17 22:41:20.272791,2025-09-28 22:41:20.272791,charlie,charlie,0,3,180,3.64,in_progress
773,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-09-20 22:41:20.272791,2025-10-02 22:41:20.272791,bob,alice,0,2,137,1.77,in_progress
774,Optimize DB queries,Respond to important client email about billing dispute.,2025-10-11 22:41:20.272791,2025-10-17 22:41:20.272791,alice,bob,1,2,133,1.5,open
775,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-27 22:41:20.272791,2025-10-14 22:41:20.272791,alice,diana,0,4,24,1.02,open
776,Fix login bug,Write unit tests for payment module to improve coverage.,2025-09-05 22:41:20.272791,2025-09-15 22:41:20.272791,charlie,bob,2,12,118,4.5,done
777,Research new lib,Respond to important client email about billing dispute.,2025-08-25 22:41:20.272791,2025-09-04 22:41:20.272791,alice,alice,0,2,37,4.36,open
778,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-08-22 22:41:20.272791,2025-08-29 22:41:20.272791,bob,alice,2,4,181,3.93,open
779,Design landing page,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-02 22:41:20.272791,2025-10-18 22:41:20.272791,diana,alice,0,2,32,0.65,done
780,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-17 22:41:20.272791,2025-09-02 22:41:20.272791,alice,charlie,0,1,21,1.86,open
781,Design landing page,Create responsive landing page for product X using Figma mockups.,2025-10-11 22:41:20.272791,2025-10-31 22:41:20.272791,bob,bob,0,2,176,2.08,open
782,Prepare monthly report,Update package.json dependencies and run compatibility tests.,2025-10-13 22:41:20.272791,2025-11-01 22:41:20.272791,charlie,charlie,0,2,133,4.01,done
783,Deploy microservice,Investigate new ML library for text embeddings and feasibility.,2025-09-19 22:41:20.272791,2025-09-22 22:41:20.272791,alice,alice,2,6,60,3.72,in_progress
784,Prepare monthly report,Investigate new ML library for text embeddings and feasibility.,2025-08-14 22:41:20.272791,2025-08-18 22:41:20.272791,bob,diana,1,3,183,3.15,in_progress
785,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-10-06 22:41:20.272791,2025-10-18 22:41:20.272791,diana,diana,0,2,136,1.52,open
786,Customer email reply,Create responsive landing page for product X using Figma mockups.,2025-09-12 22:41:20.272791,2025-09-16 22:41:20.272791,bob,diana,1,12,97,3.67,done
787,Fix login bug,Create responsive landing page for product X using Figma mockups.,2025-09-03 22:41:20.272791,2025-09-19 22:41:20.272791,alice,diana,2,3,121,3.2,in_progress
788,Write unit tests,Deploy new service to production cluster and monitor for errors.,2025-09-18 22:41:20.272791,2025-10-02 22:41:20.272791,charlie,diana,0,2,22,4.53,in_progress
789,Customer email reply,Gather sales data and prepare report for stakeholders by Friday.,2025-08-14 22:41:20.272791,2025-08-30 22:41:20.272791,alice,diana,0,4,138,3.46,open
790,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-09-08 22:41:20.272791,2025-09-21 22:41:20.272791,alice,bob,0,1,98,4.89,in_progress
791,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-07 22:41:20.272791,2025-10-20 22:41:20.272791,alice,bob,2,12,113,3.76,in_progress
792,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-31 22:41:20.272791,2025-09-13 22:41:20.272791,charlie,diana,0,8,159,4.78,in_progress
793,Research new lib,Update package.json dependencies and run compatibility tests.,2025-08-23 22:41:20.272791,2025-09-07 22:41:20.272791,alice,alice,0,3,130,2.74,done
794,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-20 22:41:20.272791,2025-08-22 22:41:20.272791,alice,diana,2,8,11,4.87,in_progress
795,Plan sprint,Respond to important client email about billing dispute.,2025-08-23 22:41:20.272791,2025-09-02 22:41:20.272791,alice,alice,0,8,197,2.84,in_progress
796,Write unit tests,Deploy new service to production cluster and monitor for errors.,2025-09-01 22:41:20.272791,2025-09-17 22:41:20.272791,diana,charlie,0,6,92,4.14,done
797,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-13 22:41:20.272791,2025-10-15 22:41:20.272791,diana,alice,2,4,120,1.92,in_progress
798,Write unit tests,Write unit tests for payment module to improve coverage.,2025-08-16 22:41:20.272791,2025-08-18 22:41:20.272791,bob,charlie,2,8,47,2.71,open
799,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-09-14 22:41:20.272791,2025-09-18 22:41:20.272791,diana,diana,1,4,148,4.34,done
800,Fix login bug,Optimize slow queries causing high CPU usage on replica DB.,2025-08-30 22:41:20.272791,2025-09-15 22:41:20.272791,diana,charlie,2,12,77,1.94,open
801,Plan sprint,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-22 22:41:20.272791,2025-09-03 22:41:20.272791,charlie,alice,0,12,165,2.04,open
802,Optimize DB queries,Respond to important client email about billing dispute.,2025-09-05 22:41:20.272791,2025-09-19 22:41:20.272791,charlie,alice,0,8,67,1.61,done
803,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-19 22:41:20.272791,2025-08-22 22:41:20.272791,charlie,alice,2,3,48,0.59,in_progress
804,Fix login bug,Write unit tests for payment module to improve coverage.,2025-09-25 22:41:20.272791,2025-10-09 22:41:20.272791,diana,charlie,2,1,183,2.61,open
805,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-19 22:41:20.272791,2025-10-02 22:41:20.272791,charlie,alice,0,12,130,0.95,done
806,Deploy microservice,Respond to important client email about billing dispute.,2025-09-14 22:41:20.272791,2025-10-01 22:41:20.272791,charlie,bob,2,6,81,2.14,in_progress
807,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-09-23 22:41:20.272791,2025-09-26 22:41:20.272791,bob,charlie,2,3,17,1.84,done
808,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-09-22 22:41:20.272791,2025-09-25 22:41:20.272791,alice,charlie,2,3,22,3.05,done
809,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-08-27 22:41:20.272791,2025-09-08 22:41:20.272791,alice,charlie,0,6,81,2.45,done
810,Customer email reply,Deploy new service to production cluster and monitor for errors.,2025-09-09 22:41:20.272791,2025-09-22 22:41:20.272791,charlie,diana,0,8,200,2.96,open
811,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-09-19 22:41:20.272791,2025-10-05 22:41:20.272791,bob,diana,0,3,168,2.9,done
812,Optimize DB queries,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-29 22:41:20.272791,2025-10-01 22:41:20.272791,bob,charlie,2,4,42,1.58,done
813,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-09-09 22:41:20.272791,2025-09-20 22:41:20.272791,alice,bob,0,12,110,1.7,in_progress
814,Prepare monthly report,Update package.json dependencies and run compatibility tests.,2025-09-26 22:41:20.272791,2025-10-16 22:41:20.272791,bob,diana,0,2,34,1.17,open
815,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-09-12 22:41:20.272791,2025-09-28 22:41:20.272791,diana,diana,2,8,14,1.41,in_progress
816,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-30 22:41:20.272791,2025-09-08 22:41:20.272791,bob,alice,0,8,129,4.02,open
817,Design landing page,Respond to important client email about billing dispute.,2025-09-21 22:41:20.272791,2025-10-01 22:41:20.272791,alice,diana,0,3,176,3.46,open
818,Optimize DB queries,Gather sales data and prepare report for stakeholders by Friday.,2025-08-29 22:41:20.272791,2025-09-02 22:41:20.272791,alice,charlie,1,4,28,1.57,open
819,Customer email reply,Respond to important client email about billing dispute.,2025-10-06 22:41:20.272791,2025-10-25 22:41:20.272791,diana,bob,0,4,60,1.15,open
820,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-09-11 22:41:20.272791,2025-09-25 22:41:20.272791,charlie,alice,2,4,141,2.19,open
821,Customer email reply,Investigate new ML library for text embeddings and feasibility.,2025-09-10 22:41:20.272791,2025-09-26 22:41:20.272791,bob,charlie,0,12,42,2.13,done
822,Customer email reply,Update package.json dependencies and run compatibility tests.,2025-08-15 22:41:20.272791,2025-09-04 22:41:20.272791,alice,alice,0,8,176,1.58,done
823,Optimize DB queries,Update package.json dependencies and run compatibility tests.,2025-09-23 22:41:20.272791,2025-10-05 22:41:20.272791,alice,bob,0,12,118,2.25,in_progress
824,Update dependencies,Update package.json dependencies and run compatibility tests.,2025-08-19 22:41:20.272791,2025-08-27 22:41:20.272791,charlie,bob,0,12,46,4.62,done
825,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-10-03 22:41:20.272791,2025-10-05 22:41:20.272791,charlie,alice,2,12,130,2.62,in_progress
826,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-10-09 22:41:20.272791,2025-10-13 22:41:20.272791,bob,charlie,1,6,21,2.08,done
827,Research new lib,Respond to important client email about billing dispute.,2025-09-12 22:41:20.272791,2025-09-13 22:41:20.272791,alice,bob,2,8,118,4.06,open
828,Fix login bug,Optimize slow queries causing high CPU usage on replica DB.,2025-08-26 22:41:20.272791,2025-09-05 22:41:20.272791,charlie,alice,2,1,45,1.62,done
829,Prepare monthly report,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-26 22:41:20.272791,2025-10-10 22:41:20.272791,charlie,diana,0,4,193,1.1,open
830,Plan sprint,Respond to important client email about billing dispute.,2025-10-04 22:41:20.272791,2025-10-14 22:41:20.272791,bob,alice,0,4,99,1.32,in_progress
831,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-08-15 22:41:20.272791,2025-08-16 22:41:20.272791,bob,alice,2,4,55,1.68,open
832,Fix login bug,Optimize slow queries causing high CPU usage on replica DB.,2025-09-22 22:41:20.272791,2025-10-06 22:41:20.272791,charlie,bob,2,1,99,1.27,done
833,Design landing page,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-28 22:41:20.272791,2025-10-15 22:41:20.272791,diana,diana,0,12,177,2.72,open
834,Deploy microservice,Deploy new service to production cluster and monitor for errors.,2025-10-13 22:41:20.272791,2025-10-22 22:41:20.272791,charlie,diana,2,4,38,2.44,open
835,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-10-05 22:41:20.272791,2025-10-15 22:41:20.272791,bob,diana,0,2,109,4.07,open
836,Update dependencies,Update package.json dependencies and run compatibility tests.,2025-08-29 22:41:20.272791,2025-09-18 22:41:20.272791,diana,bob,0,3,154,3.58,in_progress
837,Design landing page,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-13 22:41:20.272791,2025-09-18 22:41:20.272791,charlie,diana,1,8,59,3.71,done
838,Optimize DB queries,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-30 22:41:20.272791,2025-09-02 22:41:20.272791,alice,alice,2,1,90,4.69,in_progress
839,Customer email reply,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-13 22:41:20.272791,2025-11-02 22:41:20.272791,alice,alice,0,3,134,3.29,in_progress
840,Optimize DB queries,Respond to important client email about billing dispute.,2025-08-22 22:41:20.272791,2025-09-09 22:41:20.272791,alice,bob,0,3,48,2.77,in_progress
841,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-08-19 22:41:20.272791,2025-08-30 22:41:20.272791,diana,bob,0,3,34,1.91,open
842,Write unit tests,Update package.json dependencies and run compatibility tests.,2025-09-30 22:41:20.272791,2025-10-12 22:41:20.272791,diana,charlie,0,3,161,4.23,in_progress
843,Research new lib,Respond to important client email about billing dispute.,2025-09-10 22:41:20.272791,2025-09-16 22:41:20.272791,charlie,diana,1,12,43,3.0,done
844,Write unit tests,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-26 22:41:20.272791,2025-08-31 22:41:20.272791,alice,bob,1,2,14,2.62,open
845,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-08-21 22:41:20.272791,2025-09-06 22:41:20.272791,alice,diana,0,3,186,3.02,in_progress
846,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-10-07 22:41:20.272791,2025-10-12 22:41:20.272791,alice,charlie,1,1,57,4.41,open
847,Prepare monthly report,Investigate new ML library for text embeddings and feasibility.,2025-10-05 22:41:20.272791,2025-10-14 22:41:20.272791,bob,alice,0,6,151,1.31,open
848,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-09-26 22:41:20.272791,2025-09-30 22:41:20.272791,charlie,alice,2,3,179,4.92,open
849,Optimize DB queries,Respond to important client email about billing dispute.,2025-09-20 22:41:20.272791,2025-09-24 22:41:20.272791,charlie,bob,1,1,25,2.57,done
850,Write unit tests,Write unit tests for payment module to improve coverage.,2025-09-23 22:41:20.272791,2025-10-02 22:41:20.272791,alice,charlie,0,1,172,3.3,in_progress
