task_id,title,description,created_at,due_date,creator,assignee,priority,workload_hours,assignee_completed_tasks,assignee_avg_completion_days,status,days_to_due,is_overdue,text_raw,tokens,stems,lemmas
68,Design landing page,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-13 22:25:59.627850,2025-10-20 22:25:59.627850,diana,charlie,1,12,99,1.26,done,7,0,Design landing page. Plan sprint items and assign tasks to frontend/backend teams.,"['design', 'landing', 'page', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",design land page plan sprint item assign task frontend backend team,design landing page plan sprint item assign task frontend backend team
69,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-09-02 22:25:59.627850,2025-09-06 22:25:59.627850,alice,charlie,1,6,178,4.59,in_progress,4,1,Design landing page. Gather sales data and prepare report for stakeholders by Friday.,"['design', 'landing', 'page', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",design land page gather sale data prepar report stakehold friday,design landing page gather sale data prepare report stakeholder friday
70,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-08-18 22:25:59.627850,2025-09-06 22:25:59.627850,bob,alice,0,8,82,4.33,done,19,0,Optimize DB queries. Deploy new service to production cluster and monitor for errors.,"['optimize', 'db', 'queries', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",optim db queri deploy new servic product cluster monitor error,optimize db query deploy new service production cluster monitor error
71,Design landing page,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-03 22:25:59.627850,2025-10-05 22:25:59.627850,charlie,diana,2,8,99,0.81,done,2,0,Design landing page. Plan sprint items and assign tasks to frontend/backend teams.,"['design', 'landing', 'page', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",design land page plan sprint item assign task frontend backend team,design landing page plan sprint item assign task frontend backend team
72,Customer email reply,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-07 22:25:59.627850,2025-10-21 22:25:59.627850,diana,alice,0,4,97,3.36,in_progress,14,0,Customer email reply. User cannot login with social auth. Error 500 observed on POST /auth.,"['customer', 'email', 'reply', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",custom email repli user login social auth error 500 observ post auth,customer email reply user login social auth error 500 observed post auth
73,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-08-25 22:25:59.627850,2025-09-11 22:25:59.627850,charlie,diana,0,4,116,4.22,done,17,0,Prepare monthly report. Optimize slow queries causing high CPU usage on replica DB.,"['prepare', 'monthly', 'report', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",prepar monthli report optim slow queri caus high cpu usag replica db,prepare monthly report optimize slow query causing high cpu usage replica db
74,Update dependencies,Respond to important client email about billing dispute.,2025-10-07 22:25:59.627850,2025-10-15 22:25:59.627850,alice,charlie,0,4,67,3.88,done,8,0,Update dependencies. Respond to important client email about billing dispute.,"['update', 'dependencies', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",updat depend respond import client email bill disput,update dependency respond important client email billing dispute
75,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-09-04 22:25:59.627850,2025-09-05 22:25:59.627850,diana,charlie,2,2,129,1.45,in_progress,1,1,Plan sprint. Optimize slow queries causing high CPU usage on replica DB.,"['plan', 'sprint', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",plan sprint optim slow queri caus high cpu usag replica db,plan sprint optimize slow query causing high cpu usage replica db
76,Customer email reply,Update package.json dependencies and run compatibility tests.,2025-10-09 22:25:59.627850,2025-10-29 22:25:59.627850,charlie,alice,0,6,53,0.89,done,20,0,Customer email reply. Update package.json dependencies and run compatibility tests.,"['customer', 'email', 'reply', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",custom email repli updat packag json depend run compat test,customer email reply update package json dependency run compatibility test
77,Optimize DB queries,Write unit tests for payment module to improve coverage.,2025-09-18 22:25:59.627850,2025-09-26 22:25:59.627850,diana,diana,0,4,9,0.92,open,8,1,Optimize DB queries. Write unit tests for payment module to improve coverage.,"['optimize', 'db', 'queries', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",optim db queri write unit test payment modul improv coverag,optimize db query write unit test payment module improve coverage
78,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-09-02 22:25:59.627850,2025-09-21 22:25:59.627850,charlie,diana,0,6,140,2.05,done,19,0,Optimize DB queries. Deploy new service to production cluster and monitor for errors.,"['optimize', 'db', 'queries', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",optim db queri deploy new servic product cluster monitor error,optimize db query deploy new service production cluster monitor error
79,Research new lib,Respond to important client email about billing dispute.,2025-09-05 22:25:59.627850,2025-09-20 22:25:59.627850,charlie,charlie,0,3,64,1.04,open,15,1,Research new lib. Respond to important client email about billing dispute.,"['research', 'new', 'lib', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",research new lib respond import client email bill disput,research new lib respond important client email billing dispute
80,Customer email reply,Create responsive landing page for product X using Figma mockups.,2025-09-30 22:25:59.627850,2025-10-18 22:25:59.627850,bob,bob,0,2,194,2.68,done,18,0,Customer email reply. Create responsive landing page for product X using Figma mockups.,"['customer', 'email', 'reply', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",custom email repli creat respons land page product use figma mockup,customer email reply create responsive landing page product using figma mockups
81,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-09-21 22:25:59.627850,2025-10-01 22:25:59.627850,alice,bob,0,3,63,2.12,in_progress,10,1,Plan sprint. Investigate new ML library for text embeddings and feasibility.,"['plan', 'sprint', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",plan sprint investig new ml librari text embed feasibl,plan sprint investigate new ml library text embeddings feasibility
82,Fix login bug,Investigate new ML library for text embeddings and feasibility.,2025-08-22 22:25:59.627850,2025-08-31 22:25:59.627850,alice,alice,2,6,79,3.64,open,9,1,Fix login bug. Investigate new ML library for text embeddings and feasibility.,"['fix', 'login', 'bug', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",fix login bug investig new ml librari text embed feasibl,fix login bug investigate new ml library text embeddings feasibility
83,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-10-08 22:25:59.627850,2025-10-09 22:25:59.627850,charlie,diana,2,4,117,2.03,open,1,1,Write unit tests. Create responsive landing page for product X using Figma mockups.,"['write', 'unit', 'tests', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",write unit test creat respons land page product use figma mockup,write unit test create responsive landing page product using figma mockups
84,Update dependencies,Write unit tests for payment module to improve coverage.,2025-08-21 22:25:59.627850,2025-08-24 22:25:59.627850,diana,diana,2,1,152,3.33,open,3,1,Update dependencies. Write unit tests for payment module to improve coverage.,"['update', 'dependencies', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",updat depend write unit test payment modul improv coverag,update dependency write unit test payment module improve coverage
85,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-10-04 22:25:59.627850,2025-10-23 22:25:59.627850,charlie,alice,0,2,35,3.01,in_progress,19,0,Prepare monthly report. Gather sales data and prepare report for stakeholders by Friday.,"['prepare', 'monthly', 'report', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",prepar monthli report gather sale data prepar report stakehold friday,prepare monthly report gather sale data prepare report stakeholder friday
86,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-03 22:25:59.627850,2025-10-23 22:25:59.627850,bob,diana,0,4,118,1.84,done,20,0,Plan sprint. Plan sprint items and assign tasks to frontend/backend teams.,"['plan', 'sprint', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",plan sprint plan sprint item assign task frontend backend team,plan sprint plan sprint item assign task frontend backend team
87,Optimize DB queries,Update package.json dependencies and run compatibility tests.,2025-09-19 22:25:59.627850,2025-10-09 22:25:59.627850,alice,alice,0,12,58,3.31,in_progress,20,1,Optimize DB queries. Update package.json dependencies and run compatibility tests.,"['optimize', 'db', 'queries', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",optim db queri updat packag json depend run compat test,optimize db query update package json dependency run compatibility test
88,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-08-29 22:25:59.627850,2025-09-04 22:25:59.627850,alice,bob,1,1,109,2.53,done,6,0,Design landing page. Gather sales data and prepare report for stakeholders by Friday.,"['design', 'landing', 'page', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",design land page gather sale data prepar report stakehold friday,design landing page gather sale data prepare report stakeholder friday
89,Write unit tests,Update package.json dependencies and run compatibility tests.,2025-08-16 22:25:59.627850,2025-08-24 22:25:59.627850,charlie,charlie,0,8,121,0.82,open,8,1,Write unit tests. Update package.json dependencies and run compatibility tests.,"['write', 'unit', 'tests', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",write unit test updat packag json depend run compat test,write unit test update package json dependency run compatibility test
90,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-25 22:25:59.627850,2025-10-02 22:25:59.627850,diana,alice,1,6,62,3.41,in_progress,7,1,Update dependencies. Plan sprint items and assign tasks to frontend/backend teams.,"['update', 'dependencies', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",updat depend plan sprint item assign task frontend backend team,update dependency plan sprint item assign task frontend backend team
